nID;sID_BP;sID_UserTask;sCondition;soData;sPatternFile;nID_EscalationRuleFunction
946;dvs_739;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3

947;dvs_737;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['tanyazol@gmail.com','info@dp.dvs.gov.ua']};escalation/escalation_template.html;1
948;dvs_737;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
949;dvs_737;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3

950;dvs_732;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['tanyazol@gmail.com','info@dp.dvs.gov.ua']};escalation/escalation_template.html;1
951;dvs_732;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
952;dvs_732;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3

953;uzhgorod_cnap_112;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:7, asRecipientMail:['akylish88@gmail.com']};escalation/escalation_template.html;1
954;uzhgorod_cnap_112;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:10, asRecipientMail:['']};escalation/escalation_template.html;1
955;uzhgorod_cnap_112;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:30, asRecipientMail:['akylish88@gmail.com']};escalation/escalation_template.html;1
956;uzhgorod_cnap_112;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:35, asRecipientMail:['']};escalation/escalation_template.html;1
957;uzhgorod_cnap_112;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:7};escalation/escalation_template.html;3
958;uzhgorod_cnap_112;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:30};escalation/escalation_template.html;3

959;nitishin_cnap_600;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:7, asRecipientMail:['akylish88@gmail.com']};escalation/escalation_template.html;1
960;nitishin_cnap_600;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:10, asRecipientMail:['']};escalation/escalation_template.html;1
961;nitishin_cnap_600;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:20, asRecipientMail:['akylish88@gmail.com']};escalation/escalation_template.html;1
962;nitishin_cnap_600;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:25, asRecipientMail:['']};escalation/escalation_template.html;1
963;nitishin_cnap_600;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:7};escalation/escalation_template.html;3
964;nitishin_cnap_600;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:20};escalation/escalation_template.html;3

965;cherkasy_lmg_415;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3, asRecipientMail:['tanyazol@gmail.com']};escalation/escalation_template.html;1
966;cherkasy_lmg_415;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
967;cherkasy_lmg_415;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:3};escalation/escalation_template.html;3

968;cnap_293;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:14, asRecipientMail:['smoktii.igov@gmail.com']};escalation/escalation_template.html;1
969;cnap_293;usertask2;nElapsedDays > nDaysLimit;{nDaysLimit:17, asRecipientMail:['']};escalation/escalation_template.html;1
970;cnap_293;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:14};escalation/escalation_template.html;3

971;novopscov_rda_cnap556;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['akylish88@gmail.com']};escalation/escalation_template.html;1
972;novopscov_rda_cnap556;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:35, asRecipientMail:['akylish88@gmail.com']};escalation/escalation_template.html;1
973;novopscov_rda_cnap556;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3
974;novopscov_rda_cnap556;usertask2;nElapsedDays >= nDaysLimit;{nDaysLimit:35};escalation/escalation_template.html;3

975;rda_360;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['klimkovichy@gmail.com']};escalation/escalation_template.html;1
976;rda_360;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
977;rda_360;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3

978;rda_360_1;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['klimkovichy@gmail.com']};escalation/escalation_template.html;1
979;rda_360_1;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
980;rda_360_1;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3

981;zhitomir_mvk_2;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5, asRecipientMail:['klimkovichy@gmail.com']};escalation/escalation_template.html;1
982;zhitomir_mvk_2;usertask1;nElapsedDays > nDaysLimit;{nDaysLimit:7, asRecipientMail:['']};escalation/escalation_template.html;1
983;zhitomir_mvk_2;usertask1;nElapsedDays >= nDaysLimit;{nDaysLimit:5};escalation/escalation_template.html;3
